annee;sex;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100;101;102;103;104; 105 ou +
1964;F;419319;403369;410118;400714;407516;401042;404367;401128;401372;402788;398253;407131;404085;420330;421093;421999;419056;400099;303155;300229;296748;276494;249490;264583;288690;288662;292201;299351;300311;315799;313217;329857;329642;340565;325815;330385;327633;332313;333853;329183;330819;332667;343273;351051;214516;191388;170118;161865;201315;302077;303937;307648;288105;304728;301565;303100;292286;294861;291614;290207;285106;288543;281870;268581;263166;253356;251423;248549;225635;224617;217874;201320;194581;181259;179181;168066;157789;144464;136086;125001;109430;101361;87076;75569;64542;54862;45877;37917;29432;23449;17091;12868;7442;5805;3934;2615;1550;1233;589;472;1027;0;0;0;0;0
1965;F;422902;419075;404618;411541;402578;409126;402292;405409;402287;402350;404254;399432;408465;405700;421816;422266;423601;419958;399870;303347;300151;296931;277494;251175;267186;290119;290393;294187;301422;302208;317346;314672;330926;330165;341895;326805;331237;328564;332988;334208;329145;330816;332577;342867;351202;214534;191000;169972;161669;201091;300520;302818;306557;286735;303293;299745;301370;290678;292902;289629;287512;282674;285881;279147;266230;260261;250010;247867;244461;220247;219148;212344;195471;188727;175240;172174;160571;149758;136044;127304;115637;100298;91885;78071;66875;56328;47173;38714;31483;24029;18976;13421;9844;5545;4228;2775;1874;1081;841;427;923;0;0;0;0;0
1966;F;416428;422334;419430;405241;412221;403479;409922;402877;405881;402844;402794;404956;400003;409093;406455;422488;422779;424329;420297;399631;303342;300027;296901;277885;251981;268422;290756;291153;295094;302349;303021;317980;315248;331318;330197;342371;327104;331384;328715;332991;334143;328774;330450;332123;342166;350684;214194;190451;169565;161194;200508;299010;301540;305208;285192;301666;297832;299230;288575;290578;287037;284679;279792;282772;275901;262941;256605;245870;243387;239386;214519;213115;206095;188716;181729;168108;164216;152043;140875;126652;117534;105667;90468;81995;68761;58191;48035;39577;31849;25570;18979;14902;10109;7304;3978;2962;1882;1243;737;570;890;0;0;0;0;0
1967;F;415525;416120;422981;420060;406051;413059;404514;410817;403551;406443;403473;403328;405748;400646;409810;407310;423251;423359;425142;420672;399380;303366;299889;296879;278375;252892;269826;291446;292020;296138;303419;303956;318725;315905;331762;330328;342900;327437;331576;328930;333056;333991;328408;330064;331699;341441;350173;213805;189895;169160;160764;199931;297367;300182;303763;283615;299843;295881;297058;286520;288098;284534;281728;276843;279264;272404;259588;252623;241686;238803;234066;208473;206863;199443;181839;174522;160537;156214;143767;131945;117526;108150;96011;81217;72883;60132;50353;40602;32935;25925;20648;14860;11639;7615;5509;2866;2032;1309;831;511;943;0;0;0;0;0
1968;F;404062;414656;416485;423459;420453;406564;413579;405185;411387;403982;406792;403861;403642;406243;401009;410207;407787;423666;423641;425561;420819;399099;303293;299692;296802;278640;253466;270663;291819;292518;296733;304041;304463;319086;316196;331926;330219;343081;327471;331498;328905;332846;333658;327883;329507;331122;340525;349436;213282;189260;168592;160191;199159;295668;298673;302185;281844;297985;293687;294794;284056;285491;281681;278517;273468;275624;268408;255646;248247;236780;233459;228091;202014;200036;192263;174284;166740;152359;147503;134580;122276;107856;98317;86202;71839;63766;51599;42700;33638;26935;20548;16275;11402;8922;5618;3919;1963;1322;875;547;992;0;0;0;0;0
1969;F;402468;402803;414287;416652;424283;421354;407899;414627;406824;412664;405411;408126;405185;404856;406876;401342;410452;407756;424214;424067;426184;421554;400442;304402;300915;298004;279321;253868;271100;292380;293181;297148;304574;305041;319375;316573;332182;330803;342843;327450;331466;328562;332490;333313;327435;328753;330682;339819;348373;212208;188516;167906;159305;198254;294545;297171;300434;280321;295823;291571;292418;281437;282694;278603;275296;269893;271718;264190;250448;242627;231059;226830;221240;195621;192683;184197;166188;157945;143166;137463;124611;111884;97876;88154;76318;62518;54765;43742;35590;27189;21506;15957;12534;8455;6544;3941;2693;1300;840;577;990;0;0;0;0;0
1970;F;405018;402556;402924;414206;416904;425035;422177;409124;415589;408287;413803;406753;409310;406390;405950;407506;402025;411493;408721;425270;424801;427096;422835;402103;305638;302253;299240;280186;254531;271569;293068;293988;297765;305201;305684;319763;317020;332560;331387;342660;327407;331409;328219;332185;333012;326951;328074;330108;339057;347238;211118;187683;167156;158336;197238;293278;295437;298449;278629;293525;288948;289814;278498;279542;275078;271529;265851;266923;259389;244524;236076;224480;219361;213107;188394;184397;175355;157163;148242;133133;127121;114544;101387;87909;78046;66719;53978;46378;36430;29205;21724;17000;12303;9449;6234;4711;2720;1792;852;515;977;0;0;0;0;0
1971;F;408282;405337;404408;403889;414654;417587;426032;423213;410582;416612;409919;415019;408215;410525;407707;407190;408667;403691;413898;410444;426653;426226;428854;424577;404019;307481;304242;300909;281361;255468;272318;294064;294977;298542;305922;306498;320201;317634;333049;332104;342484;327326;331393;327968;331880;332710;326492;327367;329590;338258;346057;210025;186843;166378;157378;196052;291837;293634;296500;277160;291207;286574;287244;275562;276445;271574;267763;261841;262465;254539;238752;229787;218165;212046;204951;181167;176283;166571;148459;138674;123485;116846;104581;91312;78222;68617;57841;45979;38999;30011;23629;17086;13176;9287;7056;4458;3352;1919;1189;575;876;0;0;0;0;0
1972;F;423558;408201;406407;405784;404378;414915;418068;426975;424244;411919;417656;411566;416312;409666;411861;409105;408543;410341;405322;415601;411648;427995;427479;430255;426104;405888;308983;305845;302354;282440;256397;273039;294955;295859;299193;306533;307185;320573;318106;333346;332714;342231;327222;331302;327574;331500;332303;325929;326569;328880;337406;344769;208889;185923;165578;156392;194844;290307;291777;294580;275478;288745;283969;284312;272552;273005;267887;263666;257568;257440;249335;232591;222972;211134;204218;196571;173566;167574;157197;139167;128561;113633;106434;94458;80907;68510;59247;49305;38384;31813;24201;18671;13064;9966;6712;5003;3100;2335;1243;763;826;0;0;0;0;0
1973;F;420088;422753;408603;406863;406617;404262;414513;417953;427439;424706;412851;418384;412847;417285;410918;413041;410429;410415;411853;406759;416960;412654;429094;428351;431157;427043;407051;309745;306662;303071;282983;256766;273205;295286;296173;299346;306660;307350;320536;318129;333350;332924;341671;326807;330905;326871;330856;331639;325216;325567;328009;336393;343261;207593;184897;164591;155162;193505;288742;289908;292490;273501;286058;281161;281180;269226;269309;263819;259340;252890;252189;243617;225977;215852;203712;196002;187780;165479;158442;147652;129699;118453;103688;96088;84614;71190;59410;50561;41628;31751;25933;19437;14656;9853;7569;4928;3618;2096;1587;810;918;0;0;0;0;0
1974;F;409446;418536;422858;408771;407201;407367;403998;414024;417831;427720;425164;413786;419065;414074;418344;412243;414367;412453;412507;413718;408532;418665;413907;430312;429134;431879;427692;407895;310273;307239;303715;283397;257034;273224;295447;296333;299337;306656;307458;320385;318037;333281;333052;341061;326276;330460;326134;330136;330971;324382;324556;327099;335226;341652;206261;183728;163453;153821;192203;287174;287856;290210;271443;283213;278119;277812;265655;265366;259452;254583;247651;246374;237235;218797;208046;195854;187093;178177;156866;148703;137372;119723;107840;93301;85400;74614;61438;50301;42535;34239;25631;20602;15188;11197;7117;5516;3555;2524;1346;994;992;0;0;0;0;0
1975;F;380893;406549;417350;422282;408459;407099;407552;403327;413188;417243;427683;425370;414505;419515;415243;419370;413637;416235;414548;414782;415717;410436;420332;414964;431145;429552;432019;427717;408173;310150;307430;303968;283320;256813;272759;295199;296153;299030;306390;307266;319932;317651;332938;332924;340214;325576;329717;325289;329355;330117;323388;323320;325912;333854;339842;204681;182298;162121;152482;190867;285352;285728;287821;269233;280280;275035;274265;261898;261076;254801;249531;242121;240207;230524;211203;199872;187620;177733;168190;147948;138956;126967;109923;97406;82972;75246;65220;52538;42105;35268;27722;20326;16049;11733;8413;5055;4010;2519;2002;844;842;0;0;0;0;0
1976;F;352360;375590;406978;418809;423674;410910;409411;407091;407817;417785;418673;427718;426775;414625;422912;415520;420539;412803;416380;415302;417539;417355;411707;417285;413750;427863;429505;430092;427134;409352;313022;309239;304683;282706;258845;271818;296954;296872;300293;304457;307423;319739;317188;331014;333202;336804;324852;328530;324123;327318;328461;321503;322514;322251;334059;336031;204865;181725;161322;151597;189724;283532;283852;283685;267109;276033;273169;271288;258466;256366;250315;244508;236616;232533;223973;203272;192330;177469;168624;159084;138157;128677;116837;98589;87593;73289;65972;54891;43703;34946;28053;21634;15710;12035;8455;5368;3344;2255;1403;1201;1050;0;0;0;0;0
1977;F;340809;350264;379104;409080;421315;425550;412385;410320;407612;408084;418069;419270;428834;428424;416546;424580;416764;421225;413172;417170;416580;418959;418415;412228;417669;414247;429116;431544;432262;428853;410267;313577;309800;305391;283437;259364;272352;297380;297170;300467;304465;307212;319317;316595;330198;332287;335843;323878;327397;322910;326010;327172;320272;321245;320969;332475;334513;203872;180733;160352;150598;188329;281174;281129;280789;264029;272496;269552;267471;254485;251870;244906;238501;230086;225340;216159;195097;183519;168343;158514;148736;128119;118072;106123;88182;77379;63762;56520;46165;35920;28407;22246;16584;11825;8853;6187;3717;2190;1434;842;1408;0;0;0;0;0
1978;F;352273;338587;353565;381141;411377;423118;426911;413259;410577;407533;407992;418438;420320;430517;430298;418121;425592;417354;421495;413858;418287;417692;419543;418471;412210;417956;415368;431031;433543;433823;429561;410544;313872;310263;306030;283945;259902;272774;297588;297227;300325;304244;306998;318827;315837;329259;331203;334854;322806;326269;321660;324709;325988;319047;319982;319614;331013;332958;202796;179649;159376;149548;186852;278591;278343;277767;261010;269162;265853;263454;250257;246823;239423;232303;223127;217929;208066;186941;174785;159075;148571;138534;118219;107861;95980;78482;68028;55213;48164;38537;29390;23005;17448;12638;8964;6495;4480;2587;1352;861;1353;0;0;0;0;0
1979;F;348705;349689;341631;355304;383294;412867;424314;427564;413404;410175;407064;407936;419189;421894;432396;431762;418933;425785;417337;421846;414607;418986;417730;418898;417740;411933;418698;416992;432766;434906;434321;429486;410471;313997;310569;306395;284391;260301;273020;297508;296890;299982;303947;306597;318103;314864;328124;329990;333757;321653;325071;320334;323401;324634;317785;318697;318273;329487;331163;201488;178463;158219;148303;185201;275994;275365;274580;257744;265518;262020;258886;245623;241376;233373;225413;215538;209815;199563;178115;165276;149348;138081;127478;107834;97170;85645;69025;58542;46729;40259;31497;23525;18084;13269;9458;6569;4653;3194;1681;812;1266;0;0;0;0;0
1980;F;358795;346270;352815;343509;357593;385050;414168;425216;427863;413229;409728;406931;408574;420775;423912;434110;432720;419183;425666;417711;422701;415473;419235;417186;418116;417391;412724;420518;419060;434369;435609;434451;429529;410595;314295;310885;306937;284924;260667;273129;297287;296434;299607;303640;306081;317331;313805;326983;328824;332669;320565;323878;319008;321989;323284;316523;317401;316894;327779;329223;200133;177244;156925;147033;183524;273087;272294;271278;254362;261738;257715;254236;240672;235587;226744;218109;207654;201278;190494;169072;155584;139426;127448;116486;97457;86755;75537;59911;49759;39120;32838;25363;18574;13835;10077;6964;4747;3322;2242;1009;1148;0;0;0;0;0
1981;F;379804;356357;349392;354681;345788;359326;386513;415058;425653;427793;412905;409501;407381;409921;422705;425670;435199;433067;419112;425973;418677;423777;416008;418932;416534;417715;418089;414587;422709;420906;435263;435962;434603;429699;410813;314553;311349;307481;285441;260911;272996;296889;295994;299240;303160;305473;316408;312744;325747;327600;331576;319452;322682;317713;320502;321912;315176;316059;315452;325942;327224;198769;175904;155604;145702;181678;270183;269050;267894;250680;257474;253169;249021;235261;229169;219753;210190;199169;192052;180854;159331;145219;129018;116536;105206;87103;76713;65637;51020;41581;32013;26202;19692;14275;10348;7352;4858;3319;2323;1345;1238;0;0;0;0;0
1982;F;380716;377283;359472;351280;356913;347562;360753;387517;415478;425664;427523;412801;409871;408533;411606;424367;426790;435656;433011;419427;426813;419852;424436;415986;418555;416277;418367;419864;416849;424686;422054;435832;436322;434904;429975;411032;314901;311829;308020;285814;260938;272788;296473;295541;298752;302609;304758;315489;311627;324573;326415;330473;318374;321484;316417;319103;320571;313836;314537;313883;323858;325087;197192;174467;154196;144269;179695;267048;265511;264121;246724;252829;248162;243369;229123;222219;211927;201626;189988;182255;170402;148875;134221;117979;104970;93714;76620;66419;55981;42660;33825;25580;20274;14827;10505;7444;5135;3347;2181;1341;1602;0;0;0;0;0
1983;F;380611;379267;380635;360845;352973;359012;349721;362366;388633;416024;426269;428416;414200;411260;409898;413332;426729;429087;437036;433424;419734;426826;420223;424749;416449;419699;418100;419880;421324;418486;426430;423051;436889;436774;435239;430359;411561;315078;311924;307767;285721;260298;272392;295754;294686;297957;302337;303925;314387;310552;323773;325047;329568;317473;320446;315337;318230;319072;312139;312793;312134;321563;322845;195684;172951;152964;143156;177416;263425;261613;260046;242097;247812;242439;237037;222334;214705;203341;192500;180280;171940;159456;138119;123468;107100;94121;82712;66765;57113;47450;35489;27157;20014;15351;11052;7957;5566;3623;2330;1426;1750;0;0;0;0;0
1984;F;357545;378662;382115;382160;362415;355139;360955;351130;363642;389388;416540;426867;429017;415638;413074;412169;415779;428798;430309;437370;433543;420065;426619;421064;425218;417718;421384;419744;421542;423153;419923;427804;423428;437807;436885;435685;430758;411772;315159;311969;307323;285346;259275;271950;294971;294064;297447;301645;302840;313277;309532;322801;323722;328958;316376;319402;314384;316838;317434;310374;310728;310063;319049;320622;194112;171628;151694;141285;174997;259521;257336;255371;237222;242456;236114;229914;214516;205856;193952;182714;169969;160704;147792;126523;111767;95578;82889;71677;56991;48085;38923;28377;21125;15031;11503;8131;5813;3736;2482;1500;1919;0;0;0;0;0
1985;F;363408;355314;380927;383081;383818;364375;357069;362075;352110;364478;390054;416956;427079;429583;417443;415714;415063;417794;429714;430561;437285;433620;420025;426624;421838;426277;419260;422686;421409;423413;424683;420861;428471;423625;438343;437087;436150;430814;411834;315156;311765;306545;284566;258225;271436;294393;293734;296543;300670;301834;312233;308357;321922;322789;328254;315399;318430;312904;315273;315855;308614;308527;307777;316636;318378;192688;170223;149876;139353;172300;255345;252906;250630;232212;236805;229334;222269;206138;196937;184555;172772;159538;149799;136407;115297;100372;84623;72356;61950;48691;39868;31548;22346;16132;11462;8822;6242;3970;2652;1615;2014;0;0;0;0;0
1986;F;367441;361077;357292;381388;384236;385865;366104;358221;362773;352677;365230;390625;417007;427278;430512;420042;418837;417405;418599;429556;430336;437023;433220;420152;426538;423135;427597;420399;423972;423205;424977;425728;421152;428937;423477;438973;437286;436210;430765;411802;315019;311294;305402;283786;257142;271224;294165;293074;295381;299795;300814;310987;307279;321261;321695;327669;314469;316930;311343;313675;314051;306578;306027;305656;314047;316069;191203;168173;147811;137217;169472;250871;248100;245695;226582;230444;221871;213541;197215;187285;174365;162083;148723;138104;124651;103373;88643;73656;62330;52656;40542;32153;24913;17073;12227;8521;6587;4193;2765;1690;2289;0;0;0;0;0
1987;F;372373;365417;363073;357520;382036;385816;387833;367265;359057;363181;353285;365964;390942;417117;427892;432404;423315;421550;418667;418321;428950;429900;436337;433059;420247;426976;424863;428601;421717;425586;424885;426247;426297;421350;429223;423457;439704;437161;436314;430674;411660;314568;310483;304260;282899;256302;271348;293587;292109;294279;298987;299663;309821;306520;320487;320749;327057;313056;315303;309732;312000;311985;304245;303669;303372;311503;313738;189151;165827;145596;134952;166476;246194;243256;240208;220664;223272;213436;204525;187873;177510;163986;151143;137458;126416;112525;91681;77406;63580;53140;43762;33143;25499;19304;12777;9144;6481;4436;2926;1805;2510;0;0;0;0;0
1988;F;368022;370554;367940;363646;358178;383306;387464;389321;368174;359711;363730;353924;366459;391367;417715;429539;434895;426117;423221;418832;417680;428257;429215;436101;432957;421021;427921;426361;429784;423260;427037;426248;426926;426837;421352;429620;423544;440132;437054;436314;430448;411246;313754;309665;303103;282316;255854;271174;292709;291246;293249;297983;298612;309043;305637;319784;319838;326059;311512;313680;308119;310150;309817;302045;301257;301183;309017;310629;186850;163421;143300;132608;163506;241541;237986;234515;214112;215610;204780;195591;178379;167408;153772;140638;126598;114828;101059;81073;67571;54434;44790;36234;26883;19982;14883;9777;7011;4765;3125;1866;2750;0;0;0;0;0
1989;F;369215;366405;373237;368972;364602;359409;384683;388691;390656;368935;360520;364370;354403;367140;392280;419390;431898;437070;428022;423893;418806;417026;427451;429077;436047;433574;422443;428752;428229;431374;424851;428216;427180;427662;427201;421477;430225;423305;440640;437007;436255;430003;410481;312974;308836;302169;282074;255067;270726;291970;290500;292095;297106;297862;308138;304942;319285;318388;324820;310037;312056;306158;308113;307728;299820;298983;298943;305817;307289;184349;160915;140841;130219;160460;236492;232138;228127;206952;207549;195815;186095;168655;157348;143087;129732;115356;103387;89573;70958;58207;46085;37208;29312;21254;15541;11468;7372;5230;3245;2257;3000;0;0;0;0;0
1990;F;367391;367711;369316;374399;370345;366142;360749;385667;389752;391835;369834;361417;364847;355032;368372;394392;421816;433914;438237;428804;424423;418816;416429;427229;429181;436931;435079;423900;430047;430559;433063;426255;429099;428144;428259;427739;421880;430581;423174;441163;436765;435942;429179;409772;312173;308299;301659;281614;254073;270373;291313;289614;291040;296624;297066;307370;304241;318231;316855;323670;308503;310105;304027;306207;305472;297555;296584;296105;302378;303754;181798;158245;138407;127974;157060;230984;225636;220964;199407;199115;186456;176212;158511;146670;131900;118144;103730;91865;78588;61165;48921;37984;30122;23219;16402;11939;8604;5286;3700;2216;3290;0;0;0;0;0
1991;F;364574;365377;369254;369928;375255;371292;367009;361183;386273;390443;391965;370331;362044;364799;354972;368133;394287;423366;435100;438504;428377;424180;417881;415480;426962;429328;438028;435900;424601;431333;431283;434147;426795;429486;428247;428314;428504;421908;430276;423399;440809;436318;435309;428583;409118;311623;308194;301071;281146;253887;269641;290427;288691;289873;295479;295911;306491;302912;316653;315489;321841;306898;308239;302023;304010;303202;295553;293925;293232;299345;300003;179633;155757;135845;125348;153337;225110;218769;213714;191821;190393;177163;165991;148071;135785;120599;106827;92633;80827;68045;51966;40625;30900;23783;17896;12476;8807;6174;3691;2532;3373;0;0;0;0;0
1992;F;363750;362443;367310;369754;370830;376453;371805;367595;362253;386707;390610;392371;371192;362370;365078;355740;368519;394364;424098;435065;438155;427281;423314;416918;415005;427563;430202;439545;437309;426031;433066;432502;435237;427214;429921;428568;428693;428822;422047;430292;423543;440204;435857;434387;427879;408598;311002;307768;300594;280546;253646;268867;289551;287605;288929;294450;294796;305540;301494;315006;314184;320000;305114;306059;299892;301724;300626;293029;291060;289873;295887;295738;177218;152972;133173;122543;149351;218627;211769;205743;183598;181207;167244;155431;137295;124620;109363;95528;81813;70236;57934;43625;33205;24752;18615;13726;9359;6398;4419;2462;3746;0;0;0;0;0
1993;F;356053;361165;364007;367779;370424;371914;376998;371816;368679;362908;386438;390905;392963;371585;362887;366059;356809;369498;395110;424067;434848;437357;425738;422093;416421;415500;429047;431533;441444;439307;427887;434721;433525;435971;427614;430534;429245;428603;429215;422327;430246;423396;439721;435139;433461;427406;407982;310148;307407;299995;279989;253298;268097;288534;286649;287996;293473;293596;304450;300032;313476;312714;317934;303218;303806;297659;299179;297743;290249;287828;286452;291938;291159;174336;149886;130223;119326;144879;212005;204261;197264;175042;171411;157070;144406;126366;113433;98319;84586;71224;60331;48743;36052;26753;19440;14176;10348;6893;4646;3099;3834;0;0;0;0;0
1994;F;340873;353442;362463;364413;368584;371396;372472;377215;372527;369451;362982;386465;391508;393213;372275;364190;367359;358122;370344;395425;423498;433977;435720;423849;420808;416367;416274;430117;432700;443358;441039;429329;435648;434014;436514;428112;431238;429219;428640;429650;422388;429822;423198;438835;434363;432778;426703;407090;309438;306899;299420;279267;252857;267183;287632;285826;287051;292295;292334;303264;298572;311874;310887;315622;301171;301502;295258;296352;294505;287153;284351;282554;287759;286020;171228;146449;126913;115841;140182;204473;195762;187937;165823;160789;145984;132842;114695;101623;86941;73520;61070;50619;40187;29054;21019;14946;10535;7581;4956;3265;4318;0;0;0;0;0
1995;F;341240;338305;354824;362670;365184;369705;371850;372582;378055;372953;369574;363286;386789;391730;393671;373658;365745;368492;359013;370383;395174;422161;432019;433443;421794;419784;416265;416690;430933;433799;444917;442279;429995;435898;434032;436916;428483;431184;429098;428585;429762;422122;429357;422593;437834;433715;431900;425711;406139;308561;306355;298673;278484;252181;266345;286747;284936;286074;291091;291000;301971;297050;310025;308940;313359;298994;298937;292495;293393;291104;283796;280663;278317;283020;280483;167806;142778;123335;112360;135110;196554;186814;178371;156319;150181;134953;121262;103658;90630;76312;63429;51883;42172;32808;23138;16370;11245;7710;5536;3604;4856;0;0;0;0;0
1996;F;350296;339111;339613;354967;363130;366269;370270;371896;373353;378565;372720;369937;363835;386693;392207;394850;375216;366457;369059;359043;369928;394424;420233;429868;431477;420423;419326;416134;417203;431971;434846;446205;442918;430016;435830;434078;437313;428212;431083;429017;428317;429492;421719;428467;421861;437014;432861;430691;424759;405147;307690;305727;297913;277509;251688;265535;285920;283917;285018;289768;289649;300555;295294;307856;306975;310954;296463;296039;289493;290164;287552;280156;276558;273575;277793;274330;163838;138782;119496;108364;129726;187903;177290;167948;145913;138664;123248;109184;92132;79273;65785;53725;43173;34265;26213;17954;12246;8233;5364;3909;5469;0;0;0;0;0
1997;F;351042;347254;340438;339544;355294;363744;366708;370427;372530;373778;378466;372740;370566;364042;386902;393269;396049;376033;366876;369101;358793;369172;393154;418021;428190;430338;419709;418937;416244;417998;432915;435597;446911;443019;429851;435915;434078;437086;427922;431073;428754;427830;429181;420950;427537;421325;435986;431758;429605;423752;404138;306680;305086;296934;276695;251237;264663;284859;282797;283795;288404;288102;298972;293287;305761;304731;308256;293797;293003;286351;286583;283586;276269;271895;268375;272028;267658;159624;134524;115390;104214;123758;178606;166953;156798;134949;126744;111319;97135;80745;68150;55528;44439;35271;27220;20406;13638;8944;5835;3559;6176;0;0;0;0;0
1998;F;347659;348855;348214;340826;339819;356069;363956;366900;371347;373056;373709;378712;373201;370924;364641;388022;394866;396856;376660;366741;368850;358252;368099;392027;416536;427446;430029;419386;419132;416997;419068;434042;436096;447173;442977;429877;436100;433548;436962;427813;430914;428241;427297;428570;420189;426798;420626;434711;430791;428439;422709;402990;305706;304201;296139;275895;250741;263708;283832;281530;282594;286976;286454;297246;291282;303511;302392;305220;290889;289734;282941;282859;279462;271981;266958;262924;265816;260323;155156;129921;111010;99645;117563;168678;156218;145197;123649;114699;99154;85335;69556;57892;46167;36175;28155;21165;15527;10140;6401;4042;6304;0;0;0;0;0
1999;F;352667;344561;350175;347846;341486;340400;356291;363939;367839;372144;373232;374224;379520;373617;371837;366116;389480;395851;397514;376672;366300;368254;357351;367135;392475;416165;427543;430126;419505;419820;417843;419944;434585;436047;447232;443029;429868;435742;433080;436868;427541;430416;427711;426422;427895;419598;425923;419694;433605;429744;427255;421565;401908;304569;303499;295356;275123;250114;262636;282632;280285;281272;285346;284659;295410;289105;301065;299704;302106;287902;286364;279183;278825;274818;267276;261504;256864;259067;252678;150177;124982;106330;94761;110750;157954;144675;132990;111880;102434;87109;73836;59025;48100;37609;28729;21962;16061;11611;7338;4469;2758;1691;985;602;333;355
2000;F;354769;353706;346324;352399;350058;343170;342255;358260;365720;369913;374744;376341;376998;382093;376701;373819;368259;391064;396718;398180;376194;366093;368320;357977;367844;392798;417090;428834;431326;421583;421730;420041;421814;436250;437404;448281;444397;431052;436466;434164;437598;428305;430750;428238;426893;427934;420000;426517;419674;433978;429962;427558;421930;402369;304808;303401;295363;275372;249934;262635;282308;279941;280740;284966;284188;294451;288186;299925;297991;300254;285513;283960;276372;275368;270860;262701;256487;251039;252019;244826;144451;119772;101377;89481;103555;146718;132596;120387;99773;90047;75072;62552;48814;39065;29798;22197;16673;11808;8378;5189;2925;1812;1047;569;354;401
2001;F;368913;355748;355502;348430;354682;351964;344857;344113;360207;367463;372014;377345;379375;379627;385213;379896;375994;370229;392634;397179;398657;376125;366101;368769;358866;368726;393562;418593;430832;433004;423946;423685;422128;423712;437852;439005;449327;445811;432203;437249;435186;438211;429006;430956;428751;427228;427888;420372;427084;419548;434243;430084;427826;422321;402819;304906;303295;295246;275523;249797;262540;281971;279586;280032;284488;283613;293276;286970;298705;296030;298144;282872;281111;273342;271626;266624;257730;251093;244886;244592;236516;138435;114351;96141;84021;96061;134996;120480;107755;87991;78256;63986;51965;39810;30976;23035;16761;12438;8547;5959;3577;1868;1125;661;337;446
2002;F;367759;370226;357586;357694;350609;356659;353890;346627;346010;362145;369273;374131;379973;382301;382726;388462;383349;378102;372231;393708;397451;399457;376349;366751;369673;360031;370182;394945;420874;433453;435145;426598;425684;424046;425589;439499;440525;450338;447167;433294;437971;436090;438724;429585;431085;429023;427408;427782;420629;427628;419392;434405;430167;428109;422741;403061;305023;303094;295039;275568;249421;262356;281468;279049;279181;283734;282794;291887;285566;297285;293823;295777;279901;278018;269783;267350;261890;252203;245218;238128;236428;227463;131997;108534;90589;78234;88518;122987;108476;95354;76670;66799;53424;42221;31716;24220;17437;12342;8992;5984;4122;2402;1159;682;391;447
2003;F;362478;368656;372409;359943;359975;352470;358649;355847;348433;347887;364146;371147;376277;382548;385635;386031;392055;386670;380340;373714;394674;398194;400552;377074;367800;370835;361600;372052;397069;423635;436266;437327;429085;427409;425894;427458;441189;442020;451420;448449;434379;438582;436951;439066;430125;431010;429268;427557;427703;420830;428073;419119;434510;430218;428354;422949;403226;304956;302811;294782;275535;249001;262063;280880;278368;278172;282892;281669;290364;283920;295452;291330;293107;276686;274579;265892;262710;256475;245881;238735;230639;227540;217526;124808;102075;84571;72208;80583;110819;95981;82869;65361;55792;43725;33556;24648;18331;12782;8871;6270;4077;2735;1570;666;378;495
2004;F;362551;363189;370473;375107;362446;361948;354401;360677;357794;350228;349862;366227;373133;378445;385555;388966;389068;394953;389913;382410;375261;395810;399005;401927;377997;368922;372247;363640;374480;399600;426719;439194;439413;431289;429088;427733;429278;442885;443537;452432;449767;435338;439120;437603;439382;430554;430895;429401;427602;427425;421004;428273;418757;434569;430186;428414;423056;403274;304848;302452;294373;275351;248412;261538;280100;277503;276931;281718;280443;288525;281993;293314;288301;289984;272991;270549;261297;257431;250382;238779;231279;222096;217381;206313;117045;94936;78142;65492;72107;97710;82869;70075;54081;45149;34371;25750;18265;13126;8867;6011;4046;2607;1735;992;362;477
2005;F;364309;362576;364898;372900;378056;364801;364107;356467;362809;359899;352229;352019;368523;375253;381497;388820;392689;392483;398711;392998;383809;376748;397142;400288;403513;379196;370369;374226;365956;377499;402433;429824;441813;441364;433322;430735;429509;431058;444424;444997;453460;450887;436208;439493;438224;439525;430867;430766;429429;427656;427167;420953;428531;418512;434551;430031;428499;423054;403306;304589;301892;293811;275050;247770;260962;279120;276588;275635;280582;279115;286575;279966;291056;285265;286844;269303;266465;256747;252254;244251;231960;224014;213856;207618;195726;109603;88374;72006;59695;64537;86472;71855;59744;44985;36792;27210;19925;13609;9588;6272;4127;2758;1681;1097;671;485
2006;F;368061;364719;363529;367105;375443;380715;367214;366228;358458;364914;362018;354214;354210;370747;377364;384575;392208;396209;396040;401630;395244;385154;378151;398687;401535;405125;380496;372173;376938;368759;380498;404964;432277;444050;442847;435134;431977;431000;432528;445732;446194;454095;451798;436805;439691;438630;439450;431027;430426;429378;427542;426656;420888;428796;418145;434411;429816;428315;422945;403127;304143;301253;293094;274570;246986;260249;277995;275349;274105;279119;277587;284231;277654;288526;282000;283204;265141;261865;251477;246225;237342;224044;215691;204656;196718;183812;101471;81128;65505;53448;56569;74780;60923;49529;36263;29201;20701;14651;9606;6557;4230;2611;1750;1015;620;723
